"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"BAM37867","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT066/2011(H1N1))","","","","","","c"
"BAM37869","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT077/2011(H1N1))","","","","","","c"
"BAM37873","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT088/2011(H1N1))","","","","","","c"
"BAM37874","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT090/2011(H1N1))","","","","","","c"
"BAM37875","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT095/2011(H1N1))","","","","","","c"
"BAM37878","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/TT114/2011(H1N1))","","","","","","c"
"BAM37881","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/TT134/2011(H1N1))","","","","","","c"
"BAM37883","566","Human","HA","H1N1","Japan","N","2011/03","Influenza A virus (A/Tottori/TT145/2011(H1N1))","","","","","","c"
"BAM37884","566","Human","HA","H1N1","Japan","N","2011/03","Influenza A virus (A/Tottori/TT150/2011(H1N1))","","","","","","c"
"BAM37885","566","Human","HA","H1N1","Japan","N","2011/03","Influenza A virus (A/Tottori/TT151/2011(H1N1))","","","","","","c"
"BAM37886","566","Human","HA","H1N1","Japan","N","2011/03","Influenza A virus (A/Tottori/TT157/2011(H1N1))","","","","","","c"
"BAM37888","566","Human","HA","H1N1","Japan","N","2011/03","Influenza A virus (A/Tottori/TT183/2011(H1N1))","","","","","","c"
"BAM37889","566","Human","HA","H1N1","Japan","N","2011/04","Influenza A virus (A/Tottori/TT210/2011(H1N1))","","","","","","c"
"BAM37890","566","Human","HA","H1N1","Japan","N","2011/04","Influenza A virus (A/Tottori/TT227/2011(H1N1))","","","","","","c"
"BAM37893","566","Human","HA","H1N1","Japan","N","2011/04","Influenza A virus (A/Tottori/TT254/2011(H1N1))","","","","","","c"
"BAM37899","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/YK005/2011(H1N1))","","","","","","c"
"BAM37902","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/YK008/2011(H1N1))","","","","","","c"
"BAM37909","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/YK015/2011(H1N1))","","","","","","c"
"BAM37914","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/YK026/2011(H1N1))","","","","","","c"
"BAM37916","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/YK030/2011(H1N1))","","","","","","c"
"BAM37919","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/YK046/2011(H1N1))","","","","","","c"
"BAM37923","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/YK058/2011(H1N1))","","","","","","c"
"AEJ83834","566","Human","HA","H1N1","Russia","N","2011/02/09","Influenza A virus (A/Tula/CRIE-FeN/2011(H1N1))","","","","","","c"
"AEQ33537","566","Human","HA","H1N1","Russia","N","2011/02/08","Influenza A virus (A/Tula/CRIE-GSYu/2011(H1N1))","","","","","","c"
"AEJ83850","566","Human","HA","H1N1","Russia","N","2011/01/26","Influenza A virus (A/Tula/CRIE-KiP/2011(H1N1))","","","","","","c"
"AEJ83851","566","Human","HA","H1N1","Russia","N","2011/02/10","Influenza A virus (A/Tula/CRIE-LMV/2011(H1N1))","","","","","","c"
"AEJ83831","566","Human","HA","H1N1","Russia","N","2011/01/25","Influenza A virus (A/Tula/CRIE-SIA/2011(H1N1))","","","","","","c"
"AEQ33539","566","Human","HA","H1N1","Russia","N","2011/02/11","Influenza A virus (A/Tula/CRIE-STA/2011(H1N1))","","","","","","c"
"AEQ33535","566","Human","HA","H1N1","Russia","N","2011/02/04","Influenza A virus (A/Tula/CRIE-SYuP/2011(H1N1))","","","","","","c"
"ADV91009","566","Human","HA","H1N1","Tunisia","N","2011/01/04","Influenza A virus (A/Tunisia/197/2011(H1N1))","","","","","","c"
"ADV91010","566","Human","HA","H1N1","Tunisia","N","2011/01/07","Influenza A virus (A/Tunisia/422/2011(H1N1))","","","","","","c"
"AEJ83838","566","Human","HA","H1N1","Russia","N","2011/02/07","Influenza A virus (A/Tver/CRIE-ZGNF/2011(H1N1))","","","","","","c"
"AEJ83845","566","Human","HA","H1N1","Russia","N","2011/02/03","Influenza A virus (A/Ufa/CRIE-XFM/2011(H1N1))","","","","","","c"
"AHY84664","566","Human","HA","H1N1","Uganda","T","2010/07/06","Influenza A virus (A/Uganda/MUWRP-176/2010(H1N1))","","","","","","c"
"AHY84587","566","Human","HA","H1N1","Uganda","T","2010/10/22","Influenza A virus (A/Uganda/MUWRP-212/2010(H1N1))","","","","","","c"
"AHY84609","566","Human","HA","H1N1","Uganda","T","2010/11/11","Influenza A virus (A/Uganda/MUWRP-224/2010(H1N1))","","","","","","c"
"AHY84510","566","Human","HA","H1N1","Uganda","T","2010/12/09","Influenza A virus (A/Uganda/MUWRP-233/2010(H1N1))","","","","","","c"
"AHY84466","566","Human","HA","H1N1","Uganda","T","2011/02/07","Influenza A virus (A/Uganda/MUWRP-240/2011(H1N1))","","","","","","c"
"AHY84488","566","Human","HA","H1N1","Uganda","T","2011/04/11","Influenza A virus (A/Uganda/MUWRP-243/2011(H1N1))","","","","","","c"
"AKS48054","566","Human","HA","H1N1","India","T","2013/01/19","Influenza A virus (A/Ujjain/2558/2013(H1N1))","","","","","","c"
"ADV58939","566","Human","HA","H1N1","Mongolia","N","2011/01/11","Influenza A virus (A/Ulaanbaatar/190/2011(H1N1))","","","","","","c"
"AGI52937","566","Human","HA","H1N1","USA","N","2010/01/01","Influenza A virus (A/Utah/01/2010(H1N1))","","","","","","c"
"AGL04866","566","Human","HA","H1N1","USA","N","2012/01/17","Influenza A virus (A/Utah/01/2012(H1N1))","","","","","","c"
"AGV29067","566","Human","HA","H1N1","USA","N","2013/01/20","Influenza A virus (A/Utah/01/2013(H1N1))","","","","","","c"
"ANE27712","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/Utah/01/2016(H1N1))","","","","","","c"
"AGI53064","566","Human","HA","H1N1","USA","N","2010/02/10","Influenza A virus (A/Utah/02/2010(H1N1))","","","","","","c"
"AGK72378","566","Human","HA","H1N1","USA","N","2011/01/18","Influenza A virus (A/Utah/02/2011(H1N1))","","","","","","c"
"AGI54283","566","Human","HA","H1N1","USA","N","2010/03/08","Influenza A virus (A/Utah/03/2010(H1N1))","","","","","","c"
"AIM39792","566","Human","HA","H1N1","USA","N","2014/01/24","Influenza A virus (A/Utah/03/2014(H1N1))","","","","","","c"
"AGK72989","566","Human","HA","H1N1","USA","N","2010/10/12","Influenza A virus (A/Utah/05/2010(H1N1))","","","","","","c"
"AGV29086","566","Human","HA","H1N1","USA","N","2013/04/14","Influenza A virus (A/Utah/05/2013(H1N1))","","","","","","c"
"AGV29173","566","Human","HA","H1N1","USA","N","2013/05/12","Influenza A virus (A/Utah/06/2013(H1N1))","","","","","","c"
"AGK72828","566","Human","HA","H1N1","USA","N","2011/02/18","Influenza A virus (A/Utah/08/2011(H1N1))","","","","","","c"
"AHG26890","566","Human","HA","H1N1","USA","N","2013/08/05","Influenza A virus (A/Utah/08/2013(H1N1))","","","","","","c"
"AGL04428","566","Human","HA","H1N1","USA","N","2012/02/09","Influenza A virus (A/Utah/09/2012(H1N1))","","","","","","c"
"AGL04835","566","Human","HA","H1N1","USA","N","2012/03/15","Influenza A virus (A/Utah/11/2012(H1N1))","","","","","","c"
"ANM91481","566","Human","HA","H1N1","USA","N","2016/02/20","Influenza A virus (A/Utah/13/2016(H1N1))","","","","","","c"
"AGL04447","566","Human","HA","H1N1","USA","N","2012/05/08","Influenza A virus (A/Utah/16/2012(H1N1))","","","","","","c"
"ANE26764","566","Human","HA","H1N1","USA","N","2015/12/22","Influenza A virus (A/Utah/16/2015(H1N1))","","","","","","c"
"ANM94638","566","Human","HA","H1N1","USA","N","2016/04/10","Influenza A virus (A/Utah/30/2016(H1N1))","","","","","","c"
"AKT08423","566","Human","HA","H1N1","USA","N","2013/12/17","Influenza A virus (A/Utah/31/2013(H1N1))","","","","","","c"
"AOT87866","566","Human","HA","H1N1","USA","N","2016/04/22","Influenza A virus (A/Utah/35/2016(H1N1))","","","","","","c"
"AHV83933","566","Human","HA","H1N1","USA","N","2014/01/03","Influenza A virus (A/Utah/3692/2014(H1N1))","","","","","","c"
"AHV83938","566","Human","HA","H1N1","USA","N","2013/12/18","Influenza A virus (A/Utah/3697/2013(H1N1))","","","","","","c"
"AHV83940","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/Utah/3699/2013(H1N1))","","","","","","c"
"AOT88218","566","Human","HA","H1N1","USA","N","2016/05/01","Influenza A virus (A/Utah/37/2016(H1N1))","","","","","","c"
"AOZ81431","566","Human","HA","H1N1","USA","N","2016/05/02","Influenza A virus (A/Utah/38/2016(H1N1))","","","","","","c"
"AIC73839","566","Human","HA","H1N1","USA","N","2014/01/24","Influenza A virus (A/Utah/3807/2014(H1N1))","","","","","","c"
"AOT88548","566","Human","HA","H1N1","USA","N","2016/05/23","Influenza A virus (A/Utah/40/2016(H1N1))","","","","","","c"
"APF46494","566","Human","HA","H1N1","USA","N","2016/02/17","Influenza A virus (A/Utah/5089/2016(H1N1))","","","","","","c"
"APG55987","566","Human","HA","H1N1","USA","N","2016/02/23","Influenza A virus (A/Utah/5153/2016(H1N1))","","","","","","c"
"APR73875","566","Human","HA","H1N1","USA","N","2016/03/11","Influenza A virus (A/Utah/5488/2016(H1N1))","","","","","","c"
"AJE62473","566","Human","HA","H1N1","India","T","2010/09/16","Influenza A virus (A/Uttar Pradesh/032/2010(H1N1))","","","","","","c"
"AJE62532","566","Human","HA","H1N1","India","T","2013/02/28","Influenza A virus (A/Uttar Pradesh/091/2013(H1N1))","","","","","","c"
"AJE62474","566","Human","HA","H1N1","India","T","2010/09/24","Influenza A virus (A/Uttrakhand/033/2010(H1N1))","","","","","","c"
"AJE62511","566","Human","HA","H1N1","India","T","2012/10/04","Influenza A virus (A/Uttrakhand/070/2012(H1N1))","","","","","","c"
"AJE62523","566","Human","HA","H1N1","India","T","2013/02/18","Influenza A virus (A/Uttrakhand/082/2013(H1N1))","","","","","","c"
"AND61361","566","Human","HA","H1N1","Turkey","N","2015/12/25","Influenza A virus (A/Van/02/2015(H1N1))","","","","","","c"
"AGI55114","566","Human","HA","H1N1","USA","N","2010/02/04","Influenza A virus (A/Vermont/01/2010(H1N1))","","","","","","c"
"AGL04882","566","Human","HA","H1N1","USA","N","2012/02/01","Influenza A virus (A/Vermont/02/2012(H1N1))","","","","","","c"
"AGV29071","566","Human","HA","H1N1","USA","N","2013/04/08","Influenza A virus (A/Vermont/03/2013(H1N1))","","","","","","c"
"ANM88632","566","Human","HA","H1N1","USA","N","2016/02/22","Influenza A virus (A/Vermont/06/2016(H1N1))","","","","","","c"
"AOT87008","566","Human","HA","H1N1","USA","N","2016/02/25","Influenza A virus (A/Vermont/08/2016(H1N1))","","","","","","c"
"ANM92702","566","Human","HA","H1N1","USA","N","2016/03/08","Influenza A virus (A/Vermont/10/2016(H1N1))","","","","","","c"
"ANM93560","566","Human","HA","H1N1","USA","N","2016/03/17","Influenza A virus (A/Vermont/12/2016(H1N1))","","","","","","c"
"AGL04793","566","Human","HA","H1N1","USA","N","2011/12/22","Influenza A virus (A/Vermont/16/2011(H1N1))","","","","","","c"
"AOT88086","566","Human","HA","H1N1","USA","N","2016/04/22","Influenza A virus (A/Vermont/19/2016(H1N1))","","","","","","c"
"ADG42523","566","Human","HA","H1N1","Austria","N","2010/01/05","Influenza A virus (A/Vienna/INS179/2010(H1N1))","","","","","","c"
"ADM12961","566","Human","HA","H1N1","Austria","N","2010/01/05","Influenza A virus (A/Vienna/INS368/2010(H1N1))","","","","","","c"
"AGI53175","566","Human","HA","H1N1","USA","N","2010/01/21","Influenza A virus (A/Virginia/01/2010(H1N1))","","","","","","c"
"AGK73047","566","Human","HA","H1N1","USA","N","2011/02/15","Influenza A virus (A/Virginia/02/2011(H1N1))","","","","","","c"
"AKT08219","566","Human","HA","H1N1","USA","N","2014/01/13","Influenza A virus (A/Virginia/02/2014(H1N1))","","","","","","c"
"AGL04827","566","Human","HA","H1N1","USA","N","2012/03/09","Influenza A virus (A/Virginia/07/2012(H1N1))","","","","","","c"
"AKT08062","566","Human","HA","H1N1","USA","N","2014/04/07","Influenza A virus (A/Virginia/09/2014(H1N1))","","","","","","c"
"AGL04633","566","Human","HA","H1N1","USA","N","2012/04/25","Influenza A virus (A/Virginia/11/2012(H1N1))","","","","","","c"
"ANM90799","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Virginia/11/2016(H1N1))","","","","","","c"
"AGV29150","566","Human","HA","H1N1","USA","N","2012/08/21","Influenza A virus (A/Virginia/13/2012(H1N1))","","","","","","c"
"ANM90821","566","Human","HA","H1N1","USA","N","2016/02/26","Influenza A virus (A/Virginia/13/2016(H1N1))","","","","","","c"
"ARO43470","566","Human","HA","H1N1","USA","N","2017/03/25","Influenza A virus (A/Virginia/23/2017(H1N1))","","","","","","c"
"ANE26634","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/Virginia/297/2015(H1N1))","","","","","","c"
"ANE28031","566","Human","HA","H1N1","USA","N","2015/12/21","Influenza A virus (A/Virginia/298/2015(H1N1))","","","","","","c"
"AOT92359","566","Human","HA","H1N1","USA","N","2016/02/21","Influenza A virus (A/Virginia/31/2016(H1N1))","","","","","","c"
"AOT92491","566","Human","HA","H1N1","USA","N","2016/04/23","Influenza A virus (A/Virginia/38/2016(H1N1))","","","","","","c"
"ALH26463","566","Human","HA","H1N1","USA","N","2014/12/22","Influenza A virus (A/Virginia/40/2014(H1N1))","","","","","","c"
"ANM93263","566","Human","HA","H1N1","USA","N","2016/03/17","Influenza A virus (A/Virginia/44/2016(H1N1))","","","","","","c"
"APF46436","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Virginia/5031/2016(H1N1))","","","","","","c"
"APQ44679","566","Human","HA","H1N1","USA","N","2016/03/21","Influenza A virus (A/Virginia/5391/2016(H1N1))","","","","","","c"
"AOT88339","566","Human","HA","H1N1","USA","N","2016/04/19","Influenza A virus (A/Virginia/54/2016(H1N1))","","","","","","c"
"AOT92469","566","Human","HA","H1N1","USA","N","2016/04/27","Influenza A virus (A/Virginia/56/2016(H1N1))","","","","","","c"
"AID48047","566","Human","HA","H1N1","USA","N","2014/01/23","Influenza A virus (A/Virginia/NHRC430739/2014(H1N1))","","","","","","c"
"AEI87742","566","Human","HA","H1N1","Russia","N","2011/01/31","Influenza A virus (A/Vladimir/IIV-35/2011(H1N1))","","","","","","c"
"ADV69067","566","Human","HA","H1N1","Russia","N","2010/12/03","Influenza A virus (A/Vladivistok/7/2010(H1N1))","","","","","","c"
"AHA38560","566","Human","HA","H1N1","Russia","N","2013/02/14","Influenza A virus (A/Volgograd/CRIE-12/2013(H1N1))","","","","","","c"
"AGM53857","566","Human","HA","H1N1","Russia","N","2013/02/28","Influenza A virus (A/Volgograd/CRIE-25/2013(H1N1))","","","","","","c"
"AHA38578","566","Human","HA","H1N1","Russia","N","2013/03/08","Influenza A virus (A/Volgograd/CRIE-54/2013(H1N1))","","","","","","c"
"AEG79813","566","Human","HA","H1N1","Russia","N","2011/02/09","Influenza A virus (A/Voronezh/RII1/2011(H1N1))","","","","","","c"
"AHM98548","566","Human","HA","H1N1","Poland","N","2011/02/23","Influenza A virus (A/Warsaw/INS3_658/2011(H1N1))","","","","","","c"
"AGB13640","566","Human","HA","H1N1","Poland","N","2011/01/31","Influenza A virus (A/Warsaw/INS620/2011(H1N1))","","","","","","c"
"AGB13650","566","Human","HA","H1N1","Poland","N","2011/02/04","Influenza A virus (A/Warsaw/INS621/2011(H1N1))","","","","","","c"
"AGB13140","566","Human","HA","H1N1","Poland","N","2011/02/14","Influenza A virus (A/Warsaw/INS622/2011(H1N1))","","","","","","c"
"AGI54134","566","Human","HA","H1N1","USA","N","2010/04/02","Influenza A virus (A/Washington/01/2010(H1N1))","","","","","","c"
"AQS96938","566","Human","HA","H1N1","USA","N","2017/01/06","Influenza A virus (A/Washington/01/2017(H1N1))","","","","","","c"
"AGK72419","566","Human","HA","H1N1","USA","N","2011/01/05","Influenza A virus (A/Washington/02/2011(H1N1))","","","","","","c"
"AGK72598","566","Human","HA","H1N1","USA","N","2011/01/11","Influenza A virus (A/Washington/05/2011(H1N1))","","","","","","c"
"AGV29204","566","Human","HA","H1N1","USA","N","2013/01/18","Influenza A virus (A/Washington/05/2013(H1N1))","","","","","","c"
"AIM39664","566","Human","HA","H1N1","USA","N","2014/02/13","Influenza A virus (A/Washington/06/2014(H1N1))","","","","","","c"
"AQS97160","566","Human","HA","H1N1","USA","N","2017/01/17","Influenza A virus (A/Washington/06/2017(H1N1))","","","","","","c"
"AIM39660","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/Washington/07/2014(H1N1))","","","","","","c"
"AIM39653","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/Washington/07/2014(H1N1))","","","","","","c"
"AGK73228","566","Human","HA","H1N1","USA","N","2011/02/10","Influenza A virus (A/Washington/08/2011(H1N1))","","","","","","c"
"ALG00506","566","Human","HA","H1N1","USA","N","2013","Influenza A virus (A/Washington/08/2013(H1N1))","","","","","","c"
"AQS97171","566","Human","HA","H1N1","USA","N","2017/01/23","Influenza A virus (A/Washington/08/2017(H1N1))","","","","","","c"
"AGL04477","566","Human","HA","H1N1","USA","N","2012/02/13","Influenza A virus (A/Washington/14/2012(H1N1))","","","","","","c"
"ANE29326","566","Human","HA","H1N1","USA","N","2016/01/16","Influenza A virus (A/Washington/14/2016(H1N1))","","","","","","c"
"AGL04481","566","Human","HA","H1N1","USA","N","2012/02/13","Influenza A virus (A/Washington/15/2012(H1N1))","","","","","","c"
"AGL04748","566","Human","HA","H1N1","USA","N","2012/02/24","Influenza A virus (A/Washington/19/2012(H1N1))","","","","","","c"
"ALH26756","566","Human","HA","H1N1","USA","N","2015/02/12","Influenza A virus (A/Washington/19/2015(H1N1))","","","","","","c"
"ANM87764","566","Human","HA","H1N1","USA","N","2016/02/08","Influenza A virus (A/Washington/20/2016(H1N1))","","","","","","c"
"AGL04599","566","Human","HA","H1N1","USA","N","2012/03/20","Influenza A virus (A/Washington/22/2012(H1N1))","","","","","","c"
"ANM90733","566","Human","HA","H1N1","USA","N","2016/02/08","Influenza A virus (A/Washington/22/2016(H1N1))","","","","","","c"
"ALH26681","566","Human","HA","H1N1","USA","N","2015/03/01","Influenza A virus (A/Washington/23/2015(H1N1))","","","","","","c"
"AGL04905","566","Human","HA","H1N1","USA","N","2012/06/17","Influenza A virus (A/Washington/24/2012(H1N1))","","","","","","c"
"ANM88698","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Washington/27/2016(H1N1))","","","","","","c"
"AGL04654","566","Human","HA","H1N1","USA","N","2012/07/30","Influenza A virus (A/Washington/34/2012(H1N1))","","","","","","c"
"AHE38024","566","Human","HA","H1N1","USA","N","2013/09/05","Influenza A virus (A/Washington/3473/2013(H1N1))","","","","","","c"
"AHV83943","566","Human","HA","H1N1","USA","N","2014/01/12","Influenza A virus (A/Washington/3702/2014(H1N1))","","","","","","c"
