Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AIE53776.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,polymerase PB2 [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53777.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,hemagglutinin [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53778.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,matrix protein 1 [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53779.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,matrix protein 2 [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53780.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,neuraminidase [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53781.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,nucleocapsid protein [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53782.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,nonstructural protein 1 [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53783.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,nuclear export protein [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53784.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,PA-X protein [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53785.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,polymerase PA [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53786.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,polymerase PB1 [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53787.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,GenBank,complete,H3N2,2,,PB1-F2 protein,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,PB1-F2 protein [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53788.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Santiago,Chile,,Homo sapiens,,2012-07-06,,polymerase PB2 [Influenza A virus (A/Santiago/p18d0/2012(H3N2))]
AIE53789.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,,5,,nucleocapsid protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,nucleocapsid protein [Influenza A virus (A/Santiago/p3d7/2012)]
AIE53790.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,hemagglutinin [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53791.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,matrix protein 1 [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53792.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,matrix protein 2 [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53793.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,neuraminidase [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53794.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,nucleocapsid protein [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53795.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,nonstructural protein 1 [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53796.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,nuclear export protein [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53797.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,PA-X protein [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53798.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,polymerase PA [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53799.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,polymerase PB1 [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53800.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-18,,polymerase PB2 [Influenza A virus (A/Santiago/p4d1/2012(H3N2))]
AIE53801.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,hemagglutinin [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53802.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,matrix protein 1 [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53803.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,matrix protein 2 [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53804.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,neuraminidase [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53805.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,nucleocapsid protein [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53806.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,nonstructural protein 1 [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53807.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,nuclear export protein [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53808.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,PA-X protein [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53809.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,polymerase PA [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53810.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,polymerase PB1 [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53811.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Santiago,Chile,,Homo sapiens,,2012-06-22,,polymerase PB2 [Influenza A virus (A/Santiago/p6d2/2012(H3N2))]
AIE53812.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,N2,7,,matrix protein 1,Chile: Providencia,Chile,,Homo sapiens,,2012-06-19,,matrix protein 1 [Influenza A virus (A/Santiago/p2d7/2012(N2))]
