accession,release_date,length,genotype,segment,protein,geo_location,country,collection_date,genbank_title
ANA11358.1,2016-04-27T00:00:00Z,469,H1N1,6,neuraminidase,USA,USA,2/18/2016,neuraminidase [Influenza A virus (A/DC/3/2016(H1N1))]
ANA11359.1,2016-04-27T00:00:00Z,252,H1N1,7,matrix protein 1,USA,USA,2/18/2016,matrix protein 1 [Influenza A virus (A/DC/3/2016(H1N1))]
ANA11360.1,2016-04-27T00:00:00Z,97,H1N1,7,matrix protein 2,USA,USA,2/18/2016,matrix protein 2 [Influenza A virus (A/DC/3/2016(H1N1))]
ANA11361.1,2016-04-27T00:00:00Z,219,H1N1,8,nonstructural protein 1,USA,USA,2/18/2016,nonstructural protein 1 [Influenza A virus (A/DC/3/2016(H1N1))]
ANA11362.1,2016-04-27T00:00:00Z,121,H1N1,8,nuclear export protein,USA,USA,2/18/2016,nuclear export protein [Influenza A virus (A/DC/3/2016(H1N1))]
ANA11363.1,2016-04-27T00:00:00Z,759,H1N1,1,polymerase PB2,USA,USA,2/19/2016,polymerase PB2 [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11364.1,2016-04-27T00:00:00Z,757,H1N1,2,polymerase PB1,USA,USA,2/19/2016,polymerase PB1 [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11365.1,2016-04-27T00:00:00Z,716,H1N1,3,polymerase PA,USA,USA,2/19/2016,polymerase PA [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11366.1,2016-04-27T00:00:00Z,232,H1N1,3,PA-X protein,USA,USA,2/19/2016,PA-X protein [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11367.1,2016-04-27T00:00:00Z,566,H1N1,4,hemagglutinin,USA,USA,2/19/2016,hemagglutinin [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11368.1,2016-04-27T00:00:00Z,498,H1N1,5,nucleocapsid protein,USA,USA,2/19/2016,nucleocapsid protein [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11369.1,2016-04-27T00:00:00Z,469,H1N1,6,neuraminidase,USA,USA,2/19/2016,neuraminidase [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11370.1,2016-04-27T00:00:00Z,252,H1N1,7,matrix protein 1,USA,USA,2/19/2016,matrix protein 1 [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11371.1,2016-04-27T00:00:00Z,97,H1N1,7,matrix protein 2,USA,USA,2/19/2016,matrix protein 2 [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11372.1,2016-04-27T00:00:00Z,219,H1N1,8,nonstructural protein 1,USA,USA,2/19/2016,nonstructural protein 1 [Influenza A virus (A/DC/4/2016(H1N1))]
ANA11373.1,2016-04-27T00:00:00Z,121,H1N1,8,nuclear export protein,USA,USA,2/19/2016,nuclear export protein [Influenza A virus (A/DC/4/2016(H1N1))]
ANC28275.1,2016-05-08T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/30/2015,hemagglutinin [Influenza A virus (A/Gaziantep/02/2015(H1N1))]
AND61352.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/11/2015,hemagglutinin [Influenza A virus (A/Adana/01/2015(H1N1))]
AND61353.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/14/2015,hemagglutinin [Influenza A virus (A/Van/01/2015(H1N1))]
AND61354.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/18/2015,hemagglutinin [Influenza A virus (A/Ankara/01/2015(H1N1))]
AND61355.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/21/2015,hemagglutinin [Influenza A virus (A/Ankara/02/2015(H1N1))]
AND61356.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/22/2015,hemagglutinin [Influenza A virus (A/Ankara/03/2015(H1N1))]
AND61357.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/22/2015,hemagglutinin [Influenza A virus (A/Ankara/04/2015(H1N1))]
AND61358.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/22/2015,hemagglutinin [Influenza A virus (A/Ankara/05/2015(H1N1))]
AND61359.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/25/2015,hemagglutinin [Influenza A virus (A/Ankara/07/2015(H1N1))]
AND61360.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/25/2015,hemagglutinin [Influenza A virus (A/Ankara/08/2015(H1N1))]
AND61361.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/25/2015,hemagglutinin [Influenza A virus (A/Van/02/2015(H1N1))]
AND61362.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Ankara/12/2016(H1N1))]
AND61363.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Ankara/13/2016(H1N1))]
AND61364.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Ankara/14/2016(H1N1))]
AND61365.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/6/2016,hemagglutinin [Influenza A virus (A/Nigde/01/2016(H1N1))]
AND61366.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/7/2016,hemagglutinin [Influenza A virus (A/Cankiri/02/2016(H1N1))]
AND61367.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/7/2016,hemagglutinin [Influenza A virus (A/Ankara/15/2016(H1N1))]
AND61368.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/7/2016,hemagglutinin [Influenza A virus (A/Ankara/16/2016(H1N1))]
AND61369.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/8/2016,hemagglutinin [Influenza A virus (A/Kirikkale/01/2016(H1N1))]
AND61370.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/9/2016,hemagglutinin [Influenza A virus (A/Eskisehir/01/2016(H1N1))]
AND61371.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/9/2016,hemagglutinin [Influenza A virus (A/Antalya/01/2016(H1N1))]
AND61372.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/31/2015,hemagglutinin [Influenza A virus (A/Adana/08/2015(H1N1))]
AND61373.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Adana/11/2016(H1N1))]
AND61374.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Adana/12/2016(H1N1))]
AND61375.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Adana/13/2016(H1N1))]
AND61376.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Adana/14/2016(H1N1))]
AND61377.1,2016-05-15T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Adana/15/2016(H1N1))]
AND99867.1,2016-05-18T00:00:00Z,759,H3N2,1,polymerase PB2,USA,USA,3/18/2016,polymerase PB2 [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99868.1,2016-05-18T00:00:00Z,757,H3N2,2,polymerase PB1,USA,USA,3/18/2016,polymerase PB1 [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99869.1,2016-05-18T00:00:00Z,90,H3N2,2,PB1-F2 protein,USA,USA,3/18/2016,PB1-F2 protein [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99870.1,2016-05-18T00:00:00Z,716,H3N2,3,polymerase PA,USA,USA,3/18/2016,polymerase PA [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99871.1,2016-05-18T00:00:00Z,252,H3N2,3,PA-X protein,USA,USA,3/18/2016,PA-X protein [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99872.1,2016-05-18T00:00:00Z,566,H3N2,4,hemagglutinin,USA,USA,3/18/2016,hemagglutinin [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99873.1,2016-05-18T00:00:00Z,498,H3N2,5,nucleocapsid protein,USA,USA,3/18/2016,nucleocapsid protein [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99874.1,2016-05-18T00:00:00Z,469,H3N2,6,neuraminidase,USA,USA,3/18/2016,neuraminidase [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99875.1,2016-05-18T00:00:00Z,97,H3N2,7,matrix protein 2,USA,USA,3/18/2016,matrix protein 2 [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99876.1,2016-05-18T00:00:00Z,252,H3N2,7,matrix protein 1,USA,USA,3/18/2016,matrix protein 1 [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99877.1,2016-05-18T00:00:00Z,121,H3N2,8,nuclear export protein,USA,USA,3/18/2016,nuclear export protein [Influenza A virus (A/Gainesville/01/2016(H3N2))]
AND99878.1,2016-05-18T00:00:00Z,230,H3N2,8,nonstructural protein 1,USA,USA,3/18/2016,nonstructural protein 1 [Influenza A virus (A/Gainesville/01/2016(H3N2))]
ANE37265.1,2016-05-21T00:00:00Z,759,H1N1,1,polymerase PB2,USA,USA,2/23/2016,polymerase PB2 [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37266.1,2016-05-21T00:00:00Z,757,H1N1,2,polymerase PB1,USA,USA,2/23/2016,polymerase PB1 [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37267.1,2016-05-21T00:00:00Z,716,H1N1,3,polymerase PA,USA,USA,2/23/2016,polymerase PA [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37268.1,2016-05-21T00:00:00Z,232,H1N1,3,PA-X protein,USA,USA,2/23/2016,PA-X protein [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37269.1,2016-05-21T00:00:00Z,566,H1N1,4,hemagglutinin,USA,USA,2/23/2016,hemagglutinin [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37270.1,2016-05-21T00:00:00Z,498,H1N1,5,nucleocapsid protein,USA,USA,2/23/2016,nucleocapsid protein [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37271.1,2016-05-21T00:00:00Z,469,H1N1,6,neuraminidase,USA,USA,2/23/2016,neuraminidase [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37272.1,2016-05-21T00:00:00Z,252,H1N1,7,matrix protein 1,USA,USA,2/23/2016,matrix protein 1 [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37273.1,2016-05-21T00:00:00Z,97,H1N1,7,matrix protein 2,USA,USA,2/23/2016,matrix protein 2 [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37274.1,2016-05-21T00:00:00Z,219,H1N1,8,nonstructural protein 1,USA,USA,2/23/2016,nonstructural protein 1 [Influenza A virus (A/DC/2/2016(H1N1))]
ANE37275.1,2016-05-21T00:00:00Z,121,H1N1,8,nuclear export protein,USA,USA,2/23/2016,nuclear export protein [Influenza A virus (A/DC/2/2016(H1N1))]
ANH21799.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/30/2015,hemagglutinin [Influenza A virus (A/Hatay/02/2015(H1N1))]
ANH21800.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/30/2015,hemagglutinin [Influenza A virus (A/Bayburt/01/2015(H1N1))]
ANH21803.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/25/2015,hemagglutinin [Influenza A virus (A/Izmir/01/2015(H1N1))]
ANH21804.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/24/2015,hemagglutinin [Influenza A virus (A/Hatay/01/2015(H1N1))]
ANH21805.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/23/2015,hemagglutinin [Influenza A virus (A/Ankara/06/2015(H1N1))]
ANH21806.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/4/2016,hemagglutinin [Influenza A virus (A/Istanbul/01/2016(H1N1))]
ANH21807.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/24/2015,hemagglutinin [Influenza A virus (A/Adana/02/2015(H1N1))]
ANH21808.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/30/2015,hemagglutinin [Influenza A virus (A/Adana/05/2015(H1N1))]
ANH21809.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,1/2/2016,hemagglutinin [Influenza A virus (A/Bitlis/01/2016(H1N1))]
ANH21810.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/31/2015,hemagglutinin [Influenza A virus (A/Sanliurfa/01/2015(H1N1))]
ANH21811.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/30/2015,hemagglutinin [Influenza A virus (A/Adana/07/2015(H1N1))]
ANH21812.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/31/2015,hemagglutinin [Influenza A virus (A/Adana/09/2015(H1N1))]
ANH21813.1,2016-06-01T00:00:00Z,566,H1N1,4,hemagglutinin,Turkey,Turkey,12/31/2015,hemagglutinin [Influenza A virus (A/Ankara/11/2015(H1N1))]
ANZ03802.1,2016-08-14T00:00:00Z,759,H9N2,1,polymerase PB2,China: Hunan province,China,11/30/2015,polymerase PB2 [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03803.1,2016-08-14T00:00:00Z,757,H9N2,2,polymerase PB1,China: Hunan province,China,11/30/2015,polymerase PB1 [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03804.1,2016-08-14T00:00:00Z,90,H9N2,2,PB1-F2 protein,China: Hunan province,China,11/30/2015,PB1-F2 protein [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03805.1,2016-08-14T00:00:00Z,716,H9N2,3,polymerase PA,China: Hunan province,China,11/30/2015,polymerase PA [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03806.1,2016-08-14T00:00:00Z,252,H9N2,3,PA-X protein,China: Hunan province,China,11/30/2015,PA-X protein [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03807.1,2016-08-14T00:00:00Z,560,H9N2,4,hemagglutinin,China: Hunan province,China,11/30/2015,hemagglutinin [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03808.1,2016-08-14T00:00:00Z,498,H9N2,5,nucleocapsid protein,China: Hunan province,China,11/30/2015,nucleocapsid protein [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03809.1,2016-08-14T00:00:00Z,466,H9N2,6,neuraminidase,China: Hunan province,China,11/30/2015,neuraminidase [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03810.1,2016-08-14T00:00:00Z,252,H9N2,7,matrix protein 1,China: Hunan province,China,11/30/2015,matrix protein 1 [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03811.1,2016-08-14T00:00:00Z,97,H9N2,7,matrix protein 2,China: Hunan province,China,11/30/2015,matrix protein 2 [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03812.1,2016-08-14T00:00:00Z,217,H9N2,8,nonstructural protein 1,China: Hunan province,China,11/30/2015,nonstructural protein 1 [Influenza A virus (A/Hunan/44557/2015(H9N2))]
ANZ03813.1,2016-08-14T00:00:00Z,121,H9N2,8,nuclear export protein,China: Hunan province,China,11/30/2015,nuclear export protein [Influenza A virus (A/Hunan/44557/2015(H9N2))]
AOK93135.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/6/2010,neuraminidase [Influenza A virus (A/Malappuram/MCVR4244/2010(H3N2))]
AOK93136.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,8/24/2010,neuraminidase [Influenza A virus (A/Thrissur/MCVR5719/2010(H3N2))]
AOK93138.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,10/10/2010,neuraminidase [Influenza A virus (A/Calicut/MCVR6154/2010(H3N2))]
AOK93139.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/18/2011,neuraminidase [Influenza A virus (A/Thrissur/MCVR7382/2011(H3N2))]
AOK93141.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/2/2011,neuraminidase [Influenza A virus (A/Calicut/MCVR7104/2011(H3N2))]
AOK93143.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/12/2010,neuraminidase [Influenza A virus (A/Calicut/MCVR4536/2010(H3N2))]
AOK93144.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,6/5/2010,neuraminidase [Influenza A virus (A/Trivandrum/MCVR2977/2010(H3N2))]
AOK93146.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,8/6/2010,neuraminidase [Influenza A virus (A/Kannur/MCVR5404/2010(H3N2))]
AOK93147.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,9/11/2010,neuraminidase [Influenza A virus (A/Calicut/MCVR5938/2010(H3N2))]
AOK93148.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/14/2011,neuraminidase [Influenza A virus (A/Calicut/MCVR7303/2011(H3N2))]
AOK93149.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,8/1/2011,neuraminidase [Influenza A virus (A/Malappuram/MCVR7610/2011(H3N2))]
AOK93150.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/31/2011,neuraminidase [Influenza A virus (A/Thrissur/MCVR7602/2011(H3N2))]
AOK93151.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,7/28/2011,neuraminidase [Influenza A virus (A/Thrissur/MCVR7580/2011(H3N2))]
AOK93152.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,9/18/2012,neuraminidase [Influenza A virus (A/Manipal/MCVR23854/2012(H3N2))]
AOK93153.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,9/21/2012,neuraminidase [Influenza A virus (A/Manipal/MCVR23921/2012(H3N2))]
AOK93154.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,5/29/2013,neuraminidase [Influenza A virus (A/Calicut/MCVRAA2095/2013(H3N2))]
AOK93155.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,5/28/2013,neuraminidase [Influenza A virus (A/Calicut/MCVRAA2090/2013(H3N2))]
AOK93156.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,5/25/2013,neuraminidase [Influenza A virus (A/Calicut/MCVRAA2025/2013(H3N2))]
AOK93157.1,2016-09-11T00:00:00Z,469,H3N2,6,neuraminidase,India,India,5/27/2013,neuraminidase [Influenza A virus (A/Calicut/MCVRAA2028/2013(H3N2))]
AOO54180.1,2016-09-18T00:00:00Z,566,H1N1,4,hemagglutinin,India,India,3/14/2015,hemagglutinin [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54181.1,2016-09-18T00:00:00Z,469,H1N1,6,neuraminidase,India,India,3/14/2015,neuraminidase [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54182.1,2016-09-18T00:00:00Z,498,H1N1,5,nucleocapsid protein,India,India,3/14/2015,nucleocapsid protein [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54183.1,2016-09-18T00:00:00Z,716,H1N1,3,polymerase PA,India,India,3/14/2015,polymerase PA [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54184.1,2016-09-18T00:00:00Z,757,H1N1,2,polymerase PB1,India,India,3/14/2015,polymerase PB1 [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54185.1,2016-09-18T00:00:00Z,759,H1N1,1,polymerase PB2,India,India,3/14/2015,polymerase PB2 [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54186.1,2016-09-18T00:00:00Z,252,H1N1,7,matrix protein 1,India,India,3/14/2015,matrix protein 1 [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54187.1,2016-09-18T00:00:00Z,97,H1N1,7,matrix protein 2,India,India,3/14/2015,matrix protein 2 [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54188.1,2016-09-18T00:00:00Z,219,H1N1,8,nonstructural protein 1,India,India,3/14/2015,nonstructural protein 1 [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54189.1,2016-09-18T00:00:00Z,121,H1N1,8,nuclear export protein,India,India,3/14/2015,nuclear export protein [Influenza A virus (A/India/Kol-S4163/2015(H1N1))]
AOO54190.1,2016-09-18T00:00:00Z,566,H1N1,4,hemagglutinin,India,India,3/21/2015,hemagglutinin [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54191.1,2016-09-18T00:00:00Z,469,H1N1,6,neuraminidase,India,India,3/21/2015,neuraminidase [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54192.1,2016-09-18T00:00:00Z,498,H1N1,5,nucleocapsid protein,India,India,3/21/2015,nucleocapsid protein [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54193.1,2016-09-18T00:00:00Z,716,H1N1,3,polymerase PA,India,India,3/21/2015,polymerase PA [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54194.1,2016-09-18T00:00:00Z,757,H1N1,2,polymerase PB1,India,India,3/21/2015,polymerase PB1 [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54195.1,2016-09-18T00:00:00Z,759,H1N1,1,polymerase PB2,India,India,3/21/2015,polymerase PB2 [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54196.1,2016-09-18T00:00:00Z,252,H1N1,7,matrix protein 1,India,India,3/21/2015,matrix protein 1 [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54197.1,2016-09-18T00:00:00Z,97,H1N1,7,matrix protein 2,India,India,3/21/2015,matrix protein 2 [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54198.1,2016-09-18T00:00:00Z,219,H1N1,8,nonstructural protein 1,India,India,3/21/2015,nonstructural protein 1 [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54199.1,2016-09-18T00:00:00Z,121,H1N1,8,nuclear export protein,India,India,3/21/2015,nuclear export protein [Influenza A virus (A/India/Kol-S4481/2015(H1N1))]
AOO54200.1,2016-09-18T00:00:00Z,566,H1N1,4,hemagglutinin,India,India,3/23/2015,hemagglutinin [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54201.1,2016-09-18T00:00:00Z,469,H1N1,6,neuraminidase,India,India,3/23/2015,neuraminidase [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54202.1,2016-09-18T00:00:00Z,498,H1N1,5,nucleocapsid protein,India,India,3/23/2015,nucleocapsid protein [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54203.1,2016-09-18T00:00:00Z,716,H1N1,3,polymerase PA,India,India,3/23/2015,polymerase PA [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54204.1,2016-09-18T00:00:00Z,757,H1N1,2,polymerase PB1,India,India,3/23/2015,polymerase PB1 [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54205.1,2016-09-18T00:00:00Z,759,H1N1,1,polymerase PB2,India,India,3/23/2015,polymerase PB2 [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54206.1,2016-09-18T00:00:00Z,252,H1N1,7,matrix protein 1,India,India,3/23/2015,matrix protein 1 [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54207.1,2016-09-18T00:00:00Z,97,H1N1,7,matrix protein 2,India,India,3/23/2015,matrix protein 2 [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54208.1,2016-09-18T00:00:00Z,219,H1N1,8,nonstructural protein 1,India,India,3/23/2015,nonstructural protein 1 [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54209.1,2016-09-18T00:00:00Z,121,H1N1,8,nuclear export protein,India,India,3/23/2015,nuclear export protein [Influenza A virus (A/India/Kol-S4587/2015(H1N1))]
AOO54210.1,2016-09-18T00:00:00Z,566,H1N1,4,hemagglutinin,India,India,3/25/2015,hemagglutinin [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54211.1,2016-09-18T00:00:00Z,469,H1N1,6,neuraminidase,India,India,3/25/2015,neuraminidase [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54212.1,2016-09-18T00:00:00Z,498,H1N1,5,nucleocapsid protein,India,India,3/25/2015,nucleocapsid protein [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54213.1,2016-09-18T00:00:00Z,716,H1N1,3,polymerase PA,India,India,3/25/2015,polymerase PA [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54214.1,2016-09-18T00:00:00Z,757,H1N1,2,polymerase PB1,India,India,3/25/2015,polymerase PB1 [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54215.1,2016-09-18T00:00:00Z,759,H1N1,1,polymerase PB2,India,India,3/25/2015,polymerase PB2 [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54216.1,2016-09-18T00:00:00Z,252,H1N1,7,matrix protein 1,India,India,3/25/2015,matrix protein 1 [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54217.1,2016-09-18T00:00:00Z,97,H1N1,7,matrix protein 2,India,India,3/25/2015,matrix protein 2 [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54218.1,2016-09-18T00:00:00Z,219,H1N1,8,nonstructural protein 1,India,India,3/25/2015,nonstructural protein 1 [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54219.1,2016-09-18T00:00:00Z,121,H1N1,8,nuclear export protein,India,India,3/25/2015,nuclear export protein [Influenza A virus (A/India/Kol-S4659/2015(H1N1))]
AOO54220.1,2016-09-18T00:00:00Z,566,H1N1,4,hemagglutinin,India,India,3/25/2015,hemagglutinin [Influenza A virus (A/India/Kol-S4666/2015(H1N1))]
AOO54221.1,2016-09-18T00:00:00Z,469,H1N1,6,neuraminidase,India,India,3/25/2015,neuraminidase [Influenza A virus (A/India/Kol-S4666/2015(H1N1))]
